"","Time","niHR","RR"
"1630",630.156,156.25000000004,383.999999999901
"1631",630.54,156.249999999994,384.000000000015
"1632",630.888,172.413793103414,348.00000000007
"1633",631.276,154.639175257764,387.99999999992
"1634",631.644,163.043478260847,368.000000000052
"1635",632,168.539325842699,355.999999999995
"1636",632.38,157.894736842107,379.999999999995
"1637",632.772,153.061224489775,392.000000000053
"1638",633.128,168.539325842699,355.999999999995
"1639",633.5,161.290322580664,371.999999999957
"1640",633.892,153.061224489775,392.000000000053
"1641",634.26,163.043478260897,367.999999999938
"1642",634.632,161.290322580664,371.999999999957
"1643",635.064,138.888888888884,432.000000000016
"1644",635.464,149.999999999966,400.000000000091
"1645",635.856,153.06122448982,391.999999999939
"1646",636.232,159.574468085116,375.999999999976
"1647",636.604,161.290322580614,372.000000000071
"1648",636.988,156.249999999994,384.000000000015
"1649",637.356,163.043478260897,367.999999999938
"1650",637.728,161.290322580664,371.999999999957
"1651",638.112,156.249999999994,384.000000000015
"1652",638.5,154.639175257719,388.000000000034
"1653",638.844,174.418604651137,344.000000000051
"1654",639.22,159.574468085116,375.999999999976
"1655",639.628,147.058823529406,408.000000000015
"1656",639.984,168.539325842699,355.999999999995
"1657",640.38,151.515151515168,395.999999999958
"1658",640.728,172.41379310347,347.999999999956
"1659",641.072,174.418604651137,344.000000000051
"1660",641.44,163.043478260847,368.000000000052
"1661",641.82,157.894736842107,379.999999999995
"1662",642.172,170.454545454557,351.999999999975
"1663",642.552,157.894736842107,379.999999999995
"1664",642.928,159.574468085116,375.999999999976
"1665",643.292,164.83516483515,364.000000000033
"1666",643.66,163.043478260897,367.999999999938
"1667",644.02,166.66666666666,360.000000000014
"1668",644.368,172.413793103414,348.00000000007
"1669",644.752,156.25000000004,383.999999999901
"1670",645.108,168.539325842699,355.999999999995
"1671",645.452,174.418604651137,344.000000000051
"1672",645.812,166.66666666666,360.000000000014
"1673",646.216,148.51485148515,403.999999999996
"1674",646.572,168.539325842699,355.999999999995
"1675",646.904,180.722891566269,331.999999999994
"1676",647.32,144.230769230751,416.000000000054
"1677",647.704,156.25000000004,383.999999999901
"1678",648.108,148.51485148515,403.999999999996
"1679",648.452,174.418604651137,344.000000000051
"1680",648.812,166.66666666666,360.000000000014
"1681",649.188,159.574468085116,375.999999999976
"1682",649.564,159.574468085116,375.999999999976
"1683",649.956,153.061224489775,392.000000000053
"1684",650.328,161.290322580664,371.999999999957
"1685",650.724,151.515151515124,396.000000000072
"1686",651.124,150.000000000009,399.999999999977
"1687",651.456,180.722891566269,331.999999999994
"1688",651.792,178.571428571422,336.000000000013
"1689",652.188,151.515151515168,395.999999999958
"1690",652.536,172.41379310347,347.999999999956
"1691",652.896,166.66666666666,360.000000000014
"1692",653.288,153.061224489775,392.000000000053
"1693",653.644,168.539325842699,355.999999999995
"1694",654.024,157.894736842107,379.999999999995
"1695",654.424,150.000000000009,399.999999999977
"1696",654.812,154.639175257719,388.000000000034
"1697",655.208,151.515151515168,395.999999999958
"1698",655.592,156.249999999994,384.000000000015
"1699",655.996,148.51485148515,403.999999999996
"1700",656.396,150.000000000009,399.999999999977
"1701",656.78,156.249999999994,384.000000000015
"1702",657.164,156.249999999994,384.000000000015
"1703",657.548,156.249999999994,384.000000000015
"1704",657.948,150.000000000009,399.999999999977
"1705",658.328,157.894736842107,379.999999999995
"1706",658.764,137.614678899071,436.000000000035
"1707",659.176,145.631067961153,412.000000000035
"1708",659.564,154.639175257764,387.99999999992
"1709",659.944,157.894736842107,379.999999999995
"1710",660.332,154.639175257719,388.000000000034
"1711",660.748,144.230769230751,416.000000000054
"1712",661.144,151.515151515168,395.999999999958
"1713",661.516,161.290322580664,371.999999999957
"1714",661.896,157.894736842107,379.999999999995
"1715",662.284,154.639175257719,388.000000000034
"1716",662.68,151.515151515168,395.999999999958
"1717",663.084,148.51485148515,403.999999999996
"1718",663.484,149.999999999966,400.000000000091
"1719",663.88,151.515151515168,395.999999999958
"1720",664.268,154.639175257719,388.000000000034
"1721",664.668,150.000000000009,399.999999999977
"1722",665.072,148.51485148515,403.999999999996
"1723",665.484,145.631067961153,412.000000000035
"1724",665.884,150.000000000009,399.999999999977
"1725",666.284,150.000000000009,399.999999999977
"1726",666.668,156.249999999994,384.000000000015
"1727",667.092,141.509433962271,423.999999999978
"1728",667.492,150.000000000009,399.999999999977
"1729",667.876,156.249999999994,384.000000000015
"1730",668.252,159.574468085116,375.999999999976
"1731",668.636,156.249999999994,384.000000000015
"1732",669.02,156.249999999994,384.000000000015
"1733",669.416,151.515151515124,396.000000000072
"1734",669.816,150.000000000009,399.999999999977
"1735",670.244,140.186915887851,427.999999999997
"1736",670.696,132.743362831859,451.999999999998
"1737",671.128,138.888888888884,432.000000000016
"1738",671.516,154.639175257764,387.99999999992
"1739",671.916,149.999999999966,400.000000000091
"1740",672.312,151.515151515168,395.999999999958
"1741",672.712,150.000000000009,399.999999999977
"1742",673.124,145.631067961153,412.000000000035
"1743",673.52,151.515151515168,395.999999999958
"1744",673.948,140.186915887851,427.999999999997
"1745",674.356,147.058823529406,408.000000000015
"1746",674.756,150.000000000009,399.999999999977
"1747",675.14,156.249999999994,384.000000000015
"1748",675.532,153.061224489775,392.000000000053
"1749",675.928,151.515151515168,395.999999999958
"1750",676.34,145.631067961153,412.000000000035
"1751",676.764,141.509433962271,423.999999999978
"1752",677.156,153.06122448982,391.999999999939
"1753",677.588,138.888888888884,432.000000000016
"1754",677.984,151.515151515124,396.000000000072
"1755",678.404,142.857142857157,419.999999999959
"1756",678.796,153.061224489775,392.000000000053
"1757",679.192,151.515151515168,395.999999999958
"1758",679.588,151.515151515168,395.999999999958
"1759",679.996,147.058823529406,408.000000000015
"1760",680.396,150.000000000009,399.999999999977
"1761",680.812,144.230769230751,416.000000000054
"1762",681.224,145.631067961153,412.000000000035
"1763",681.628,148.51485148515,403.999999999996
"1764",682.04,145.631067961193,411.999999999921
"1765",682.424,156.249999999994,384.000000000015
"1766",682.86,137.614678899071,436.000000000035
"1767",683.288,140.186915887851,427.999999999997
"1768",683.648,166.66666666666,360.000000000014
"1769",684.076,140.186915887851,427.999999999997
"1770",684.456,157.894736842107,379.999999999995
"1771",684.84,156.249999999994,384.000000000015
"1772",685.236,151.515151515168,395.999999999958
"1773",685.652,144.230769230751,416.000000000054
"1774",686.064,145.631067961193,411.999999999921
"1775",686.472,147.058823529406,408.000000000015
"1776",686.864,153.061224489775,392.000000000053
"1777",687.268,148.51485148515,403.999999999996
"1778",687.644,159.574468085116,375.999999999976
"1779",688.06,144.23076923079,415.99999999994
"1780",688.444,156.249999999994,384.000000000015
"1781",688.824,157.894736842107,379.999999999995
"1782",689.212,154.639175257719,388.000000000034
"1783",689.58,163.043478260847,368.000000000052
"1784",689.96,157.894736842107,379.999999999995
"1785",690.328,163.043478260897,367.999999999938
"1786",690.716,154.639175257719,388.000000000034
"1787",691.108,153.06122448982,391.999999999939
"1788",691.468,166.66666666666,360.000000000014
"1789",691.844,159.574468085068,376.00000000009
"1790",692.252,147.058823529447,407.999999999902
"1791",692.652,149.999999999966,400.000000000091
"1792",693.336,164.83516483515,364.000000000033
"1793",693.728,153.06122448982,391.999999999939
"1794",694.1,161.290322580614,372.000000000071
"1795",694.464,164.83516483515,364.000000000033
"1796",694.852,154.639175257764,387.99999999992
"1797",695.276,141.509433962271,423.999999999978
"1798",695.632,168.539325842699,355.999999999995
"1799",696.032,149.999999999966,400.000000000091
"1800",696.38,172.41379310347,347.999999999956
"1801",696.748,163.043478260847,368.000000000052
"1802",697.14,153.06122448982,391.999999999939
"1803",697.524,156.249999999994,384.000000000015
"1804",697.892,163.043478260847,368.000000000052
"1805",698.26,163.043478260897,367.999999999938
"1806",698.608,172.41379310347,347.999999999956
"1807",699.012,148.51485148515,403.999999999996
"1808",699.336,185.185185185146,324.000000000069
"1809",699.696,166.66666666666,360.000000000014
"1810",700.088,153.06122448982,391.999999999939
"1811",700.444,168.539325842699,355.999999999995
"1812",700.832,154.639175257719,388.000000000034
"1813",701.196,164.83516483515,364.000000000033
"1814",701.556,166.66666666666,360.000000000014
"1815",701.928,161.290322580664,371.999999999957
"1816",702.312,156.249999999994,384.000000000015
"1817",702.664,170.454545454557,351.999999999975
"1818",703.044,157.894736842107,379.999999999995
"1819",703.412,163.043478260847,368.000000000052
"1820",703.796,156.249999999994,384.000000000015
"1821",704.156,166.666666666713,359.9999999999
"1822",704.5,174.418604651137,344.000000000051
"1823",704.916,144.230769230751,416.000000000054
"1824",705.252,178.571428571482,335.999999999899
"1825",705.6,172.413793103414,348.00000000007
"1826",705.964,164.83516483515,364.000000000033
"1827",706.372,147.058823529447,407.999999999902
"1828",706.7,182.926829268243,328.000000000088
"1829",707.108,147.058823529447,407.999999999902
"1830",707.492,156.249999999994,384.000000000015
"1831",707.868,159.574468085068,376.00000000009
"1832",708.22,170.454545454557,351.999999999975
"1833",708.588,163.043478260897,367.999999999938
"1834",708.972,156.249999999994,384.000000000015
"1835",709.348,159.574468085116,375.999999999976
"1836",709.708,166.66666666666,360.000000000014
"1837",710.104,151.515151515124,396.000000000072
"1838",710.456,170.454545454557,351.999999999975
"1839",710.84,156.249999999994,384.000000000015
"1840",711.22,157.894736842107,379.999999999995
"1841",711.588,163.043478260897,367.999999999938
"1842",711.972,156.249999999994,384.000000000015
"1843",712.34,163.043478260847,368.000000000052
"1844",712.732,153.06122448982,391.999999999939
"1845",713.108,159.574468085116,375.999999999976
"1846",713.476,163.043478260847,368.000000000052
"1847",713.868,153.061224489775,392.000000000053
"1848",714.224,168.539325842699,355.999999999995
"1849",714.588,164.835164835201,363.999999999919
"1850",714.984,151.515151515124,396.000000000072
"1851",715.352,163.043478260897,367.999999999938
"1852",715.732,157.894736842107,379.999999999995
"1853",716.108,159.574468085116,375.999999999976
"1854",716.488,157.89473684206,380.000000000109
"1855",716.864,159.574468085116,375.999999999976
"1856",717.252,154.639175257764,387.99999999992
"1857",717.628,159.574468085068,376.00000000009
"1858",717.996,163.043478260897,367.999999999938
"1859",718.396,150.000000000009,399.999999999977
"1860",718.82,141.509433962233,424.000000000092
"1861",719.204,156.25000000004,383.999999999901
"1862",719.572,163.043478260847,368.000000000052
"1863",719.952,157.894736842107,379.999999999995
"1864",720.344,153.061224489775,392.000000000053
"1865",720.708,164.835164835201,363.999999999919
"1866",721.1,153.061224489775,392.000000000053
"1867",721.452,170.454545454557,351.999999999975
"1868",722.572,163.043478260847,368.000000000052
"1869",723.676,154.639175257719,388.000000000034
"1870",724.808,150.000000000009,399.999999999977
"1871",725.152,174.418604651137,344.000000000051
"1872",725.54,154.639175257764,387.99999999992
"1873",725.9,166.66666666666,360.000000000014
"1874",726.252,170.454545454557,351.999999999975
"1875",726.612,166.66666666666,360.000000000014
"1876",727.004,153.061224489775,392.000000000053
"1877",727.376,161.290322580664,371.999999999957
"1878",727.732,168.539325842699,355.999999999995
"1879",728.092,166.66666666666,360.000000000014
"1880",728.46,163.043478260847,368.000000000052
"1881",728.856,151.515151515168,395.999999999958
"1882",729.216,166.66666666666,360.000000000014
"1883",729.612,151.515151515168,395.999999999958
"1884",729.976,164.83516483515,364.000000000033
"1885",730.34,164.83516483515,364.000000000033
"1886",730.78,136.363636363655,439.999999999941
"1887",731.156,159.574468085116,375.999999999976
"1888",731.536,157.894736842107,379.999999999995
"1889",731.916,157.89473684206,380.000000000109
"1890",732.276,166.666666666713,359.9999999999
"1891",732.66,156.249999999994,384.000000000015
"1892",733.064,148.51485148515,403.999999999996
"1893",733.452,154.639175257719,388.000000000034
"1894",733.836,156.249999999994,384.000000000015
"1895",734.216,157.894736842107,379.999999999995
"1896",734.584,163.043478260897,367.999999999938
"1897",734.988,148.514851485108,404.00000000011
"1898",735.364,159.574468085116,375.999999999976
"1899",735.74,159.574468085116,375.999999999976
"1900",736.116,159.574468085116,375.999999999976
"1901",736.524,147.058823529406,408.000000000015
"1902",736.916,153.061224489775,392.000000000053
"1903",737.3,156.25000000004,383.999999999901
"1904",737.676,159.574468085068,376.00000000009
"1905",738.06,156.25000000004,383.999999999901
"1906",738.452,153.061224489775,392.000000000053
"1907",738.86,147.058823529406,408.000000000015
"1908",739.228,163.043478260897,367.999999999938
"1909",739.596,163.043478260847,368.000000000052
"1910",739.988,153.061224489775,392.000000000053
"1911",740.376,154.639175257764,387.99999999992
"1912",740.772,151.515151515124,396.000000000072
"1913",741.18,147.058823529447,407.999999999902
"1914",741.564,156.249999999994,384.000000000015
"1915",741.94,159.574468085068,376.00000000009
"1916",742.348,147.058823529447,407.999999999902
"1917",742.816,128.205128205108,468.000000000075
"1918",743.196,157.894736842107,379.999999999995
"1919",743.568,161.290322580664,371.999999999957
"1920",743.944,159.574468085116,375.999999999976
"1921",744.332,154.639175257719,388.000000000034
"1922",744.748,144.230769230751,416.000000000054
"1923",745.148,150.000000000009,399.999999999977
"1924",745.556,147.058823529406,408.000000000015
"1925",745.96,148.51485148515,403.999999999996
"1926",746.38,142.857142857157,419.999999999959
"1927",746.78,150.000000000009,399.999999999977
"1928",747.172,153.061224489775,392.000000000053
"1929",747.564,153.06122448982,391.999999999939
"1930",747.952,154.639175257719,388.000000000034
"1931",748.356,148.51485148515,403.999999999996
"1932",748.764,147.058823529406,408.000000000015
"1933",749.148,156.249999999994,384.000000000015
"1934",749.544,151.515151515168,395.999999999958
"1935",749.932,154.639175257719,388.000000000034
"1936",750.316,156.249999999994,384.000000000015
"1937",750.712,151.515151515168,395.999999999958
"1938",751.12,147.058823529406,408.000000000015
"1939",751.528,147.058823529406,408.000000000015
"1940",751.928,150.000000000009,399.999999999977
"1941",752.312,156.249999999994,384.000000000015
"1942",752.696,156.249999999994,384.000000000015
"1943",753.092,151.515151515168,395.999999999958
"1944",753.464,161.290322580614,372.000000000071
"1945",753.884,142.857142857157,419.999999999959
"1946",754.276,153.06122448982,391.999999999939
"1947",754.736,130.434782608685,460.000000000036
"1948",755.148,145.631067961153,412.000000000035
"1949",755.548,150.000000000009,399.999999999977
"1950",755.932,156.249999999994,384.000000000015
"1951",756.312,157.894736842107,379.999999999995
"1952",756.684,161.290322580664,371.999999999957
"1953",757.068,156.249999999994,384.000000000015
"1954",757.496,140.186915887851,427.999999999997
"1955",757.884,154.639175257719,388.000000000034
"1956",758.26,159.574468085116,375.999999999976
"1957",758.632,161.290322580664,371.999999999957
"1958",759.004,161.290322580614,372.000000000071
"1959",759.4,151.515151515168,395.999999999958
"1960",759.796,151.515151515124,396.000000000072
"1961",760.216,142.857142857157,419.999999999959
"1962",760.596,157.894736842107,379.999999999995
"1963",760.972,159.574468085116,375.999999999976
"1964",761.356,156.249999999994,384.000000000015
"1965",761.74,156.249999999994,384.000000000015
"1966",762.132,153.06122448982,391.999999999939
"1967",762.524,153.061224489775,392.000000000053
"1968",762.956,138.888888888884,432.000000000016
"1969",763.368,145.631067961153,412.000000000035
"1970",763.764,151.515151515168,395.999999999958
"1971",764.14,159.574468085116,375.999999999976
"1972",764.524,156.249999999994,384.000000000015
"1973",764.92,151.515151515168,395.999999999958
"1974",765.304,156.249999999994,384.000000000015
"1975",765.7,151.515151515124,396.000000000072
"1976",766.12,142.857142857157,419.999999999959
"1977",766.548,140.186915887851,427.999999999997
"1978",766.968,142.857142857157,419.999999999959
"1979",767.356,154.639175257719,388.000000000034
"1980",767.772,144.230769230751,416.000000000054
"1981",768.164,153.06122448982,391.999999999939
"1982",768.556,153.061224489775,392.000000000053
"1983",768.952,151.515151515168,395.999999999958
"1984",769.328,159.574468085116,375.999999999976
"1985",769.728,150.000000000009,399.999999999977
"1986",770.124,151.515151515124,396.000000000072
"1987",770.492,163.043478260897,367.999999999938
"1988",770.868,159.574468085068,376.00000000009
"1989",771.244,159.574468085116,375.999999999976
"1990",772.408,157.894736842107,379.999999999995
"1991",773.524,163.043478260847,368.000000000052
"1992",774.636,151.515151515168,395.999999999958
"1993",775.032,151.515151515124,396.000000000072
"1994",775.4,163.043478260897,367.999999999938
"1995",775.752,170.454545454557,351.999999999975
"1996",776.124,161.290322580614,372.000000000071
"1997",776.484,166.66666666666,360.000000000014
"1998",776.872,154.639175257764,387.99999999992
"1999",777.232,166.66666666666,360.000000000014
"2000",777.596,164.83516483515,364.000000000033
"2001",777.984,154.639175257719,388.000000000034
"2002",778.352,163.043478260897,367.999999999938
"2003",778.716,164.83516483515,364.000000000033
"2004",779.16,135.135135135147,443.99999999996
"2005",779.524,164.83516483515,364.000000000033
"2006",779.892,163.043478260847,368.000000000052
"2007",780.24,172.41379310347,347.999999999956
"2008",780.596,168.539325842699,355.999999999995
"2009",780.976,157.894736842107,379.999999999995
"2010",781.304,182.926829268307,327.999999999975
"2011",781.708,148.51485148515,403.999999999996
"2012",782.044,178.571428571422,336.000000000013
"2013",782.436,153.061224489775,392.000000000053
"2014",782.796,166.66666666666,360.000000000014
"2015",783.132,178.571428571482,335.999999999899
"2016",783.548,144.230769230751,416.000000000054
"2017",783.884,178.571428571422,336.000000000013
"2018",784.244,166.66666666666,360.000000000014
"2019",784.58,178.571428571422,336.000000000013
"2020",784.964,156.249999999994,384.000000000015
"2021",786.052,166.66666666666,360.000000000014
"2022",786.404,170.454545454557,351.999999999975
"2023",786.788,156.249999999994,384.000000000015
"2024",787.144,168.539325842699,355.999999999995
"2025",787.516,161.290322580664,371.999999999957
"2026",787.876,166.66666666666,360.000000000014
"2027",788.244,163.043478260847,368.000000000052
"2028",788.624,157.894736842107,379.999999999995
"2029",788.98,168.539325842699,355.999999999995
"2030",789.336,168.539325842699,355.999999999995
"2031",789.72,156.249999999994,384.000000000015
"2032",790.084,164.835164835201,363.999999999919
"2033",790.472,154.639175257719,388.000000000034
"2034",790.82,172.413793103414,348.00000000007
"2035",791.232,145.631067961193,411.999999999921
"2036",791.612,157.894736842107,379.999999999995
"2037",791.972,166.66666666666,360.000000000014
"2038",792.408,137.614678899071,436.000000000035
"2039",792.724,189.8734177215,316.000000000031
"2040",793.084,166.666666666713,359.9999999999
"2041",793.468,156.249999999994,384.000000000015
"2042",793.824,168.539325842699,355.999999999995
"2043",794.948,166.66666666666,360.000000000014
"2044",795.336,154.639175257719,388.000000000034
"2045",795.688,170.454545454557,351.999999999975
"2046",796.076,154.639175257719,388.000000000034
"2047",796.444,163.043478260897,367.999999999938
"2048",796.82,159.574468085068,376.00000000009
"2049",797.228,147.058823529447,407.999999999902
"2050",797.576,172.413793103414,348.00000000007
"2051",797.928,170.454545454557,351.999999999975
"2052",798.284,168.539325842699,355.999999999995
"2053",798.676,153.061224489775,392.000000000053
"2054",799.068,153.06122448982,391.999999999939
"2055",799.428,166.66666666666,360.000000000014
"2056",799.792,164.83516483515,364.000000000033
"2057",800.188,151.515151515168,395.999999999958
"2058",800.548,166.66666666666,360.000000000014
"2059",800.904,168.539325842699,355.999999999995
"2060",801.292,154.639175257719,388.000000000034
"2061",801.652,166.66666666666,360.000000000014
"2062",802.024,161.290322580664,371.999999999957
"2063",802.428,148.51485148515,403.999999999996
"2064",802.796,163.043478260847,368.000000000052
"2065",803.204,147.058823529447,407.999999999902
"2066",803.536,180.722891566269,331.999999999994
"2067",803.9,164.83516483515,364.000000000033
"2068",804.288,154.639175257719,388.000000000034
"2069",804.648,166.66666666666,360.000000000014
"2070",805.036,154.639175257764,387.99999999992
"2071",805.396,166.66666666666,360.000000000014
"2072",805.74,174.418604651137,344.000000000051
"2073",806.124,156.249999999994,384.000000000015
"2074",806.476,170.454545454557,351.999999999975
"2075",806.844,163.043478260847,368.000000000052
"2076",807.244,150.000000000009,399.999999999977
"2077",807.596,170.454545454557,351.999999999975
"2078",807.996,150.000000000009,399.999999999977
"2079",808.352,168.539325842699,355.999999999995
"2080",808.712,166.66666666666,360.000000000014
"2081",809.104,153.061224489775,392.000000000053
"2082",809.464,166.66666666666,360.000000000014
"2083",809.832,163.043478260897,367.999999999938
"2084",810.232,150.000000000009,399.999999999977
"2085",810.58,172.413793103414,348.00000000007
"2086",810.956,159.574468085116,375.999999999976
"2087",811.308,170.454545454557,351.999999999975
"2088",811.656,172.41379310347,347.999999999956
"2089",812.044,154.639175257719,388.000000000034
"2090",812.404,166.66666666666,360.000000000014
"2091",812.776,161.290322580664,371.999999999957
"2092",813.164,154.639175257719,388.000000000034
"2093",813.532,163.043478260847,368.000000000052
"2094",813.924,153.06122448982,391.999999999939
"2095",814.3,159.574468085116,375.999999999976
"2096",814.728,140.186915887851,427.999999999997
"2097",815.116,154.639175257719,388.000000000034
"2098",815.492,159.574468085116,375.999999999976
"2099",815.868,159.574468085068,376.00000000009
"2100",816.268,150.000000000009,399.999999999977
"2101",816.652,156.249999999994,384.000000000015
"2102",817.052,150.000000000009,399.999999999977
"2103",817.448,151.515151515168,395.999999999958
"2104",817.844,151.515151515124,396.000000000072
"2105",818.252,147.058823529447,407.999999999902
"2106",818.632,157.894736842107,379.999999999995
"2107",819.016,156.249999999994,384.000000000015
"2108",819.4,156.249999999994,384.000000000015
"2109",819.804,148.51485148515,403.999999999996
"2110",820.204,150.000000000009,399.999999999977
"2111",820.588,156.249999999994,384.000000000015
"2112",820.964,159.574468085068,376.00000000009
"2113",821.344,157.894736842107,379.999999999995
"2114",821.74,151.515151515168,395.999999999958
"2115",822.12,157.894736842107,379.999999999995
"2116",822.492,161.290322580664,371.999999999957
"2117",822.888,151.515151515124,396.000000000072
"2118",823.268,157.894736842107,379.999999999995
"2119",823.628,166.66666666666,360.000000000014
"2120",823.996,163.043478260897,367.999999999938
"2121",824.392,151.515151515124,396.000000000072
"2122",824.764,161.290322580664,371.999999999957
"2123",825.18,144.23076923079,415.99999999994
"2124",825.56,157.894736842107,379.999999999995
"2125",825.948,154.639175257719,388.000000000034
"2126",826.344,151.515151515124,396.000000000072
"2127",826.696,170.454545454557,351.999999999975
"2128",827.068,161.290322580664,371.999999999957
"2129",827.452,156.249999999994,384.000000000015
"2130",827.828,159.574468085116,375.999999999976
"2131",828.188,166.66666666666,360.000000000014
"2132",828.572,156.249999999994,384.000000000015
"2133",828.94,163.043478260847,368.000000000052
"2134",829.316,159.574468085116,375.999999999976
"2135",829.696,157.894736842107,379.999999999995
"2136",830.072,159.574468085116,375.999999999976
"2137",830.428,168.539325842699,355.999999999995
"2138",830.812,156.249999999994,384.000000000015
"2139",831.176,164.83516483515,364.000000000033
"2140",831.532,168.539325842699,355.999999999995
"2141",831.924,153.06122448982,391.999999999939
"2142",832.28,168.539325842699,355.999999999995
"2143",832.668,154.639175257719,388.000000000034
"2144",833.02,170.454545454557,351.999999999975
"2145",833.368,172.413793103414,348.00000000007
"2146",833.756,154.639175257764,387.99999999992
"2147",834.108,170.454545454557,351.999999999975
"2148",834.46,170.454545454502,352.000000000089
"2149",834.844,156.249999999994,384.000000000015
"2150",835.932,174.418604651137,344.000000000051
"2151",836.284,170.454545454557,351.999999999975
"2152",836.724,136.363636363619,440.000000000055
"2153",837.796,159.574468085068,376.00000000009
"2154",838.524,82.4175824175879,727.999999999952
"2155",839.236,84.2696629213496,711.999999999989
"2156",839.592,168.539325842699,355.999999999995
"2157",839.952,166.66666666666,360.000000000014
"2158",840.336,156.249999999994,384.000000000015
"2159",840.684,172.41379310347,347.999999999956
"2160",841.1,144.230769230751,416.000000000054
"2161",841.796,156.249999999994,384.000000000015
"2162",842.132,178.571428571482,335.999999999899
"2163",842.492,166.66666666666,360.000000000014
"2164",842.868,159.574468085068,376.00000000009
"2165",843.208,176.470588235337,339.999999999918
"2166",843.588,157.894736842107,379.999999999995
"2167",843.936,172.413793103414,348.00000000007
"2168",844.316,157.894736842107,379.999999999995
"2169",844.664,172.41379310347,347.999999999956
"2170",845.008,174.418604651137,344.000000000051
"2171",845.388,157.894736842107,379.999999999995
"2172",845.74,170.454545454557,351.999999999975
"2173",846.096,168.539325842699,355.999999999995
"2174",846.472,159.574468085116,375.999999999976
"2175",846.808,178.571428571422,336.000000000013
"2176",847.188,157.894736842107,379.999999999995
"2177",847.528,176.470588235278,340.000000000032
"2178",847.88,170.454545454557,351.999999999975
"2179",848.3,142.857142857157,419.999999999959
"2180",848.684,156.249999999994,384.000000000015
"2181",849.076,153.061224489775,392.000000000053
"2182",849.432,168.539325842699,355.999999999995
"2183",849.788,168.539325842699,355.999999999995
"2184",850.184,151.515151515168,395.999999999958
"2185",850.532,172.413793103414,348.00000000007
"2186",850.892,166.66666666666,360.000000000014
"2187",851.276,156.25000000004,383.999999999901
"2188",851.672,151.515151515124,396.000000000072
"2189",852.04,163.043478260897,367.999999999938
"2190",852.404,164.83516483515,364.000000000033
"2191",852.78,159.574468085116,375.999999999976
"2192",853.18,150.000000000009,399.999999999977
"2193",853.548,163.043478260847,368.000000000052
"2194",853.924,159.574468085116,375.999999999976
"2195",854.328,148.51485148515,403.999999999996
"2196",854.716,154.639175257719,388.000000000034
"2197",855.084,163.043478260897,367.999999999938
"2198",855.46,159.574468085068,376.00000000009
"2199",855.832,161.290322580664,371.999999999957
"2200",856.236,148.51485148515,403.999999999996
"2201",856.6,164.83516483515,364.000000000033
"2202",856.956,168.539325842699,355.999999999995
"2203",857.34,156.249999999994,384.000000000015
"2204",857.728,154.639175257764,387.99999999992
"2205",858.152,141.509433962233,424.000000000092
"2206",858.524,161.290322580664,371.999999999957
"2207",858.892,163.043478260847,368.000000000052
"2208",859.292,150.000000000009,399.999999999977
"2209",859.692,150.000000000009,399.999999999977
"2210",860.1,147.058823529406,408.000000000015
"2211",860.512,145.631067961193,411.999999999921
"2212",860.904,153.061224489775,392.000000000053
"2213",861.324,142.857142857157,419.999999999959
"2214",861.704,157.894736842107,379.999999999995
"2215",862.076,161.290322580614,372.000000000071
"2216",862.488,145.631067961153,412.000000000035
"2217",862.876,154.639175257764,387.99999999992
"2218",863.26,156.249999999994,384.000000000015
"2219",863.628,163.043478260847,368.000000000052
"2220",864.012,156.25000000004,383.999999999901
"2221",864.412,149.999999999966,400.000000000091
"2222",864.792,157.894736842107,379.999999999995
"2223",865.196,148.51485148515,403.999999999996
"2224",865.576,157.894736842107,379.999999999995
"2225",865.968,153.06122448982,391.999999999939
"2226",866.348,157.894736842107,379.999999999995
"2227",866.716,163.043478260847,368.000000000052
"2228",867.076,166.66666666666,360.000000000014
"2229",867.476,150.000000000009,399.999999999977
"2230",867.836,166.66666666666,360.000000000014
"2231",868.192,168.539325842699,355.999999999995
"2232",868.588,151.515151515168,395.999999999958
"2233",868.952,164.83516483515,364.000000000033
"2234",870.06,161.290322580664,371.999999999957
"2235",870.396,178.571428571422,336.000000000013
"2236",870.772,159.574468085068,376.00000000009
"2237",871.132,166.666666666713,359.9999999999
"2238",871.484,170.454545454502,352.000000000089
"2239",871.924,136.363636363655,439.999999999941
"2240",872.284,166.66666666666,360.000000000014
"2241",872.664,157.894736842107,379.999999999995
"2242",873.016,170.454545454557,351.999999999975
"2243",873.372,168.539325842699,355.999999999995
"2244",873.752,157.894736842107,379.999999999995
"2245",874.116,164.83516483515,364.000000000033
"2246",874.492,159.574468085116,375.999999999976
"2247",874.84,172.413793103414,348.00000000007
"2248",875.208,163.043478260897,367.999999999938
"2249",875.576,163.043478260847,368.000000000052
"2250",875.916,176.470588235278,340.000000000032
"2251",876.276,166.666666666713,359.9999999999
"2252",876.644,163.043478260847,368.000000000052
"2253",877.06,144.23076923079,415.99999999994
"2254",877.376,189.8734177215,316.000000000031
"2255",877.724,172.413793103414,348.00000000007
"2256",878.1,159.574468085116,375.999999999976
"2257",878.796,156.249999999994,384.000000000015
"2258",879.176,157.894736842107,379.999999999995
"2259",879.524,172.41379310347,347.999999999956
"2260",879.9,159.574468085116,375.999999999976
"2261",880.24,176.470588235278,340.000000000032
"2262",880.612,161.290322580664,371.999999999957
"2263",880.988,159.574468085068,376.00000000009
"2264",881.336,172.41379310347,347.999999999956
