"Time","niHR","RR"
1199.3,159.574468085116,375.999999999976
1199.664,164.83516483515,364.000000000033
1200.076,145.631067961153,412.000000000035
1200.464,154.639175257764,387.99999999992
1200.864,149.999999999966,400.000000000091
1201.296,138.888888888884,432.000000000016
1201.696,150.000000000051,399.999999999864
1202.12,141.509433962271,423.999999999978
1202.524,148.51485148515,403.999999999996
1202.92,151.515151515081,396.000000000186
1203.348,140.186915887889,427.999999999884
1203.768,142.857142857118,420.000000000073
1204.184,144.23076923079,415.99999999994
1204.592,147.058823529365,408.000000000129
1205.004,145.631067961233,411.999999999807
1205.448,135.135135135078,444.000000000187
1205.88,138.888888888884,432.000000000016
1206.288,147.058823529447,407.999999999902
1206.7,145.631067961153,412.000000000035
1207.116,144.23076923079,415.99999999994
1207.524,147.058823529447,407.999999999902
1207.948,141.509433962196,424.000000000206
1208.344,151.515151515168,395.999999999958
1208.76,144.23076923079,415.99999999994
1209.184,141.509433962271,423.999999999978
1209.616,138.888888888884,432.000000000016
1210.056,136.363636363619,440.000000000055
1210.504,133.928571428612,447.999999999865
1210.928,141.509433962196,424.000000000206
1211.368,136.36363636369,439.999999999827
1211.792,141.509433962271,423.999999999978
1212.22,140.186915887814,428.000000000111
1212.644,141.509433962271,423.999999999978
1213.1,131.578947368449,455.999999999904
1213.528,140.186915887814,428.000000000111
1213.952,141.509433962271,423.999999999978
1214.368,144.23076923079,415.99999999994
1214.776,147.058823529365,408.000000000129
1215.172,151.515151515168,395.999999999958
1215.568,151.515151515168,395.999999999958
1215.992,141.509433962271,423.999999999978
1216.408,144.23076923079,415.99999999994
1216.824,144.230769230711,416.000000000167
1217.252,140.186915887889,427.999999999884
1217.736,123.966942148722,484.000000000151
1218.104,163.043478260897,367.999999999938
1218.508,148.51485148515,403.999999999996
1218.932,141.509433962271,423.999999999978
1219.336,148.51485148515,403.999999999996
1219.752,144.23076923079,415.99999999994
1220.14,154.639175257673,388.000000000147
1220.528,154.639175257764,387.99999999992
1220.932,148.51485148515,403.999999999996
1221.332,149.999999999966,400.000000000091
1221.756,141.509433962271,423.999999999978
1222.148,153.061224489864,391.999999999825
1222.552,148.51485148515,403.999999999996
1222.94,154.639175257673,388.000000000147
1223.332,153.061224489775,392.000000000053
1223.728,151.515151515168,395.999999999958
1224.112,156.249999999994,384.000000000015
1224.484,161.290322580713,371.999999999844
1224.852,163.043478260796,368.000000000166
1225.252,150.000000000051,399.999999999864
1225.612,166.666666666608,360.000000000127
1225.976,164.83516483515,364.000000000033
1226.36,156.250000000087,383.999999999787
1226.744,156.249999999994,384.000000000015
1227.088,174.418604651137,344.000000000051
1227.444,168.539325842699,355.999999999995
1227.836,153.061224489775,392.000000000053
1228.188,170.454545454502,352.000000000089
1228.58,153.061224489864,391.999999999825
1228.944,164.83516483515,364.000000000033
1229.296,170.454545454502,352.000000000089
1229.74,135.135135135147,443.99999999996
1230.112,161.290322580614,372.000000000071
1230.48,163.043478260897,367.999999999938
1230.864,156.249999999994,384.000000000015
1231.244,157.894736842154,379.999999999882
1231.96,154.639175257673,388.000000000147
1232.312,170.454545454612,351.999999999862
1232.676,164.83516483515,364.000000000033
1233.06,156.249999999994,384.000000000015
1233.408,172.41379310347,347.999999999956
1234.544,168.539325842699,355.999999999995
1234.956,145.631067961233,411.999999999807
1236.332,170.454545454502,352.000000000089
1236.728,151.515151515168,395.999999999958
1237.084,168.539325842699,355.999999999995
1237.464,157.894736842154,379.999999999882
1237.828,164.83516483515,364.000000000033
1238.188,166.666666666608,360.000000000127
1238.66,127.118644067802,471.99999999998
1239.324,157.89473684206,380.000000000109
1239.672,172.41379310347,347.999999999956
1240.036,164.83516483515,364.000000000033
1240.42,156.249999999994,384.000000000015
1240.78,166.666666666713,359.9999999999
1241.144,164.83516483515,364.000000000033
1241.58,137.614678899107,435.999999999922
1241.948,163.043478260796,368.000000000166
1242.332,156.249999999994,384.000000000015
1242.692,166.666666666713,359.9999999999
1243.052,166.666666666713,359.9999999999
1243.472,142.857142857118,420.000000000073
1243.808,178.571428571422,336.000000000013
1244.172,164.83516483515,364.000000000033
1244.552,157.894736842154,379.999999999882
1244.912,166.666666666608,360.000000000127
1245.276,164.83516483515,364.000000000033
1245.66,156.249999999994,384.000000000015
1246.032,161.290322580713,371.999999999844
1246.432,149.999999999966,400.000000000091
1246.792,166.666666666713,359.9999999999
1247.16,163.043478260796,368.000000000166
1247.528,163.043478260897,367.999999999938
1247.92,153.061224489775,392.000000000053
1248.284,164.83516483515,364.000000000033
1248.652,163.043478260897,367.999999999938
1249.056,148.51485148515,403.999999999996
1249.428,161.290322580614,372.000000000071
1249.824,151.515151515168,395.999999999958
1250.192,163.043478260897,367.999999999938
1250.572,157.894736842154,379.999999999882
1250.936,164.83516483515,364.000000000033
1251.336,149.999999999966,400.000000000091
1251.684,172.41379310347,347.999999999956
1252.076,153.061224489775,392.000000000053
1252.432,168.539325842699,355.999999999995
1252.792,166.666666666713,359.9999999999
1253.168,159.574468085116,375.999999999976
1253.58,145.631067961153,412.000000000035
1253.944,164.83516483515,364.000000000033
1254.332,154.639175257673,388.000000000147
1254.684,170.454545454612,351.999999999862
1255.064,157.89473684206,380.000000000109
1255.416,170.454545454612,351.999999999862
1255.768,170.454545454502,352.000000000089
1256.144,159.574468085116,375.999999999976
1256.532,154.639175257764,387.99999999992
1256.856,185.185185185146,324.000000000069
1257.252,151.515151515168,395.999999999958
1257.596,174.418604651137,344.000000000051
1257.976,157.89473684206,380.000000000109
1258.32,174.418604651252,343.999999999824
1258.7,157.89473684206,380.000000000109
1259.092,153.061224489775,392.000000000053
1259.408,189.873417721637,315.999999999804
1259.832,141.509433962196,424.000000000206
1260.164,180.72289156633,331.99999999988
1260.512,172.41379310347,347.999999999956
1260.896,156.249999999994,384.000000000015
1261.264,163.043478260897,367.999999999938
1261.624,166.666666666608,360.000000000127
1262.016,153.061224489775,392.000000000053
1262.356,176.470588235337,339.999999999918
1262.728,161.290322580614,372.000000000071
1263.116,154.639175257764,387.99999999992
1263.472,168.539325842699,355.999999999995
1263.84,163.043478260897,367.999999999938
1264.232,153.061224489775,392.000000000053
1264.6,163.043478260897,367.999999999938
1264.968,163.043478260796,368.000000000166
1265.4,138.888888888884,432.000000000016
1265.8,150.000000000051,399.999999999864
1266.2,149.999999999966,400.000000000091
1266.584,156.249999999994,384.000000000015
1266.952,163.043478260897,367.999999999938
1267.356,148.51485148515,403.999999999996
1267.74,156.249999999994,384.000000000015
1268.1,166.666666666713,359.9999999999
1268.472,161.290322580614,372.000000000071
1268.844,161.290322580614,372.000000000071
1269.24,151.515151515168,395.999999999958
1269.636,151.515151515168,395.999999999958
1270.044,147.058823529365,408.000000000129
1270.416,161.290322580713,371.999999999844
1270.812,151.515151515168,395.999999999958
1271.224,145.631067961153,412.000000000035
1271.624,149.999999999966,400.000000000091
1272.012,154.639175257764,387.99999999992
1272.384,161.290322580614,372.000000000071
1272.76,159.574468085116,375.999999999976
1273.136,159.574468085116,375.999999999976
1273.54,148.51485148515,403.999999999996
1273.964,141.509433962271,423.999999999978
1274.352,154.639175257673,388.000000000147
1274.728,159.574468085116,375.999999999976
1275.104,159.574468085116,375.999999999976
1275.472,163.043478260897,367.999999999938
1275.888,144.23076923079,415.99999999994
1276.272,156.249999999994,384.000000000015
1276.676,148.51485148515,403.999999999996
1277.056,157.89473684206,380.000000000109
1277.464,147.058823529447,407.999999999902
1277.876,145.631067961153,412.000000000035
1278.276,149.999999999966,400.000000000091
1278.692,144.23076923079,415.99999999994
1279.088,151.515151515168,395.999999999958
1279.512,141.509433962271,423.999999999978
1279.916,148.51485148515,403.999999999996
1280.312,151.515151515168,395.999999999958
1280.712,149.999999999966,400.000000000091
1281.104,153.061224489775,392.000000000053
1281.48,159.574468085116,375.999999999976
1281.848,163.043478260897,367.999999999938
1282.252,148.51485148515,403.999999999996
1282.672,142.857142857118,420.000000000073
1283.096,141.509433962271,423.999999999978
1283.476,157.89473684206,380.000000000109
1283.904,140.186915887889,427.999999999884
1284.296,153.061224489775,392.000000000053
1284.684,154.639175257764,387.99999999992
1285.088,148.51485148515,403.999999999996
1285.488,149.999999999966,400.000000000091
1285.884,151.515151515168,395.999999999958
1286.288,148.51485148515,403.999999999996
1286.716,140.186915887889,427.999999999884
1287.116,149.999999999966,400.000000000091
1287.544,140.186915887814,428.000000000111
1287.944,150.000000000051,399.999999999864
1288.32,159.574468085116,375.999999999976
1288.72,149.999999999966,400.000000000091
1289.12,150.000000000051,399.999999999864
1289.54,142.857142857118,420.000000000073
1289.98,136.363636363619,440.000000000055
1290.4,142.857142857118,420.000000000073
1290.792,153.061224489864,391.999999999825
1291.192,149.999999999966,400.000000000091
1291.584,153.061224489775,392.000000000053
1291.98,151.515151515168,395.999999999958
1292.384,148.51485148515,403.999999999996
1292.796,145.631067961153,412.000000000035
1293.196,150.000000000051,399.999999999864
1293.616,142.857142857118,420.000000000073
1294.032,144.23076923079,415.99999999994
1294.428,151.515151515081,396.000000000186
1294.808,157.894736842154,379.999999999882
1295.196,154.639175257764,387.99999999992
1295.576,157.89473684206,380.000000000109
1295.952,159.574468085116,375.999999999976
1296.348,151.515151515168,395.999999999958
1296.764,144.23076923079,415.99999999994
1297.132,163.043478260796,368.000000000166
1297.5,163.043478260897,367.999999999938
1297.872,161.290322580614,372.000000000071
1298.268,151.515151515168,395.999999999958
1298.652,156.249999999994,384.000000000015
1299.008,168.539325842699,355.999999999995
1299.368,166.666666666713,359.9999999999
1299.728,166.666666666608,360.000000000127
1300.128,150.000000000051,399.999999999864
1300.536,147.058823529365,408.000000000129
1300.9,164.83516483515,364.000000000033
1301.264,164.835164835253,363.999999999805
1301.64,159.57446808502,376.000000000204
1302.092,132.743362831859,451.999999999998
1302.456,164.835164835253,363.999999999805
1302.808,170.454545454502,352.000000000089
1303.196,154.639175257764,387.99999999992
1303.556,166.666666666608,360.000000000127
1303.916,166.666666666713,359.9999999999
1304.312,151.515151515168,395.999999999958
1304.668,168.539325842699,355.999999999995
1305.024,168.539325842699,355.999999999995
1305.42,151.515151515081,396.000000000186
1305.748,182.926829268307,327.999999999975
1306.124,159.574468085116,375.999999999976
1306.48,168.539325842699,355.999999999995
1306.848,163.043478260897,367.999999999938
1307.236,154.639175257673,388.000000000147
1307.588,170.454545454612,351.999999999862
1307.948,166.666666666608,360.000000000127
1308.34,153.061224489864,391.999999999825
1308.696,168.539325842699,355.999999999995
1309.056,166.666666666608,360.000000000127
1309.44,156.249999999994,384.000000000015
1309.836,151.515151515168,395.999999999958
1310.184,172.41379310347,347.999999999956
1310.556,161.290322580614,372.000000000071
1310.896,176.470588235337,339.999999999918
1311.288,153.061224489775,392.000000000053
1311.648,166.666666666713,359.9999999999
1312.012,164.83516483515,364.000000000033
1312.396,156.249999999994,384.000000000015
1312.792,151.515151515168,395.999999999958
1313.124,180.722891566207,332.000000000107
1313.504,157.894736842154,379.999999999882
1313.86,168.539325842699,355.999999999995
1314.264,148.51485148515,403.999999999996
1314.632,163.043478260796,368.000000000166
1315.036,148.51485148515,403.999999999996
1315.384,172.41379310347,347.999999999956
1315.748,164.83516483515,364.000000000033
1316.14,153.061224489775,392.000000000053
1316.496,168.539325842699,355.999999999995
1316.856,166.666666666713,359.9999999999
1317.216,166.666666666713,359.9999999999
1317.604,154.639175257673,388.000000000147
1317.952,172.41379310347,347.999999999956
1318.34,154.639175257764,387.99999999992
1318.708,163.043478260796,368.000000000166
1319.084,159.574468085116,375.999999999976
1319.452,163.043478260897,367.999999999938
1319.804,170.454545454502,352.000000000089
1320.164,166.666666666713,359.9999999999
1320.556,153.061224489775,392.000000000053
1320.924,163.043478260897,367.999999999938
1321.316,153.061224489775,392.000000000053
1321.68,164.83516483515,364.000000000033
1322.056,159.574468085116,375.999999999976
1322.44,156.249999999994,384.000000000015
1322.788,172.41379310347,347.999999999956
1323.152,164.83516483515,364.000000000033
1323.544,153.061224489775,392.000000000053
1323.904,166.666666666713,359.9999999999
1324.276,161.290322580614,372.000000000071
1324.676,150.000000000051,399.999999999864
1325.072,151.515151515168,395.999999999958
1325.42,172.413793103357,348.000000000184
1325.796,159.574468085116,375.999999999976
1326.18,156.249999999994,384.000000000015
1326.592,145.631067961153,412.000000000035
1326.956,164.835164835253,363.999999999805
1327.332,159.57446808502,376.000000000204
1327.744,145.631067961233,411.999999999807
1328.072,182.926829268307,327.999999999975
1328.444,161.290322580614,372.000000000071
1328.832,154.639175257673,388.000000000147
1329.188,168.539325842699,355.999999999995
1329.56,161.290322580713,371.999999999844
1329.956,151.515151515168,395.999999999958
1330.304,172.413793103357,348.000000000184
1330.704,150.000000000051,399.999999999864
1331.076,161.290322580614,372.000000000071
1331.428,170.454545454502,352.000000000089
1331.788,166.666666666713,359.9999999999
1332.188,149.999999999966,400.000000000091
1332.528,176.470588235337,339.999999999918
1332.928,149.999999999966,400.000000000091
1333.288,166.666666666713,359.9999999999
1333.64,170.454545454502,352.000000000089
1334.012,161.290322580713,371.999999999844
1334.408,151.515151515168,395.999999999958
1334.768,166.666666666608,360.000000000127
1335.12,170.454545454612,351.999999999862
1335.508,154.639175257673,388.000000000147
1335.884,159.574468085116,375.999999999976
1336.264,157.894736842154,379.999999999882
1336.648,156.249999999994,384.000000000015
1337,170.454545454502,352.000000000089
1337.36,166.666666666713,359.9999999999
1337.744,156.249999999994,384.000000000015
1338.172,140.186915887814,428.000000000111
1338.564,153.061224489775,392.000000000053
1338.932,163.043478260897,367.999999999938
1339.304,161.290322580614,372.000000000071
1339.696,153.061224489864,391.999999999825
1340.064,163.043478260796,368.000000000166
1340.42,168.539325842699,355.999999999995
1340.816,151.515151515168,395.999999999958
1341.18,164.83516483515,364.000000000033
1341.544,164.83516483515,364.000000000033
1341.932,154.639175257764,387.99999999992
1342.288,168.539325842699,355.999999999995
1342.672,156.249999999994,384.000000000015
1343.056,156.249999999994,384.000000000015
1343.424,163.043478260897,367.999999999938
1343.788,164.83516483515,364.000000000033
1344.188,149.999999999966,400.000000000091
1344.54,170.454545454612,351.999999999862
1344.92,157.89473684206,380.000000000109
1345.272,170.454545454612,351.999999999862
1345.664,153.061224489775,392.000000000053
1346.024,166.666666666713,359.9999999999
1346.384,166.666666666608,360.000000000127
1346.764,157.894736842154,379.999999999882
1347.12,168.539325842699,355.999999999995
1347.46,176.470588235219,340.000000000146
1347.848,154.639175257764,387.99999999992
1348.212,164.83516483515,364.000000000033
1348.528,189.8734177215,316.000000000031
1348.908,157.894736842154,379.999999999882
1349.24,180.722891566207,332.000000000107
1349.616,159.574468085116,375.999999999976
1349.976,166.666666666608,360.000000000127
1350.384,147.058823529447,407.999999999902
1350.768,156.249999999994,384.000000000015
1351.12,170.454545454612,351.999999999862
1351.504,156.249999999994,384.000000000015
1351.844,176.470588235219,340.000000000146
1352.196,170.454545454612,351.999999999862
1352.628,138.888888888884,432.000000000016
1352.964,178.571428571422,336.000000000013
1353.28,189.8734177215,316.000000000031
1353.66,157.89473684206,380.000000000109
1354.02,166.666666666713,359.9999999999
1354.396,159.574468085116,375.999999999976
1354.736,176.470588235219,340.000000000146
1355.132,151.515151515168,395.999999999958
1355.472,176.470588235337,339.999999999918
1355.824,170.454545454502,352.000000000089
1356.224,150.000000000051,399.999999999864
1356.548,185.185185185146,324.000000000069
1356.932,156.249999999994,384.000000000015
1357.296,164.83516483515,364.000000000033
1357.652,168.539325842699,355.999999999995
1358.032,157.894736842154,379.999999999882
1358.384,170.454545454502,352.000000000089
1358.748,164.83516483515,364.000000000033
1359.136,154.639175257764,387.99999999992
1359.488,170.454545454502,352.000000000089
1359.88,153.061224489775,392.000000000053
1360.248,163.043478260897,367.999999999938
1360.612,164.83516483515,364.000000000033
1360.992,157.894736842154,379.999999999882
1361.38,154.639175257673,388.000000000147
1361.744,164.835164835253,363.999999999805
1362.564,164.83516483515,364.000000000033
1362.952,154.639175257764,387.99999999992
1363.336,156.249999999994,384.000000000015
1363.696,166.666666666713,359.9999999999
1364.064,163.043478260796,368.000000000166
1364.444,157.894736842154,379.999999999882
1364.824,157.89473684206,380.000000000109
1365.228,148.51485148515,403.999999999996
1365.584,168.539325842699,355.999999999995
1365.992,147.058823529447,407.999999999902
1366.364,161.290322580614,372.000000000071
1366.732,163.043478260897,367.999999999938
1367.12,154.639175257764,387.99999999992
1367.52,149.999999999966,400.000000000091
1367.904,156.249999999994,384.000000000015
1368.324,142.857142857118,420.000000000073
1368.7,159.574468085116,375.999999999976
1369.08,157.894736842154,379.999999999882
1369.492,145.631067961153,412.000000000035
1369.884,153.061224489775,392.000000000053
1370.284,149.999999999966,400.000000000091
1370.656,161.290322580713,371.999999999844
1371.032,159.574468085116,375.999999999976
1371.42,154.639175257673,388.000000000147
1371.812,153.061224489864,391.999999999825
1372.22,147.058823529365,408.000000000129
1372.592,161.290322580614,372.000000000071
1372.972,157.894736842154,379.999999999882
1373.34,163.043478260897,367.999999999938
1373.736,151.515151515081,396.000000000186
1374.18,135.135135135147,443.99999999996
1374.588,147.058823529447,407.999999999902
1375,145.631067961153,412.000000000035
1375.388,154.639175257764,387.99999999992
1375.756,163.043478260796,368.000000000166
1376.124,163.043478260897,367.999999999938
1376.508,156.249999999994,384.000000000015
1376.896,154.639175257764,387.99999999992
1377.3,148.51485148515,403.999999999996
1377.7,149.999999999966,400.000000000091
1378.08,157.894736842154,379.999999999882
1378.46,157.89473684206,380.000000000109
1378.856,151.515151515168,395.999999999958
1379.272,144.23076923079,415.99999999994
1379.656,156.249999999994,384.000000000015
1380.036,157.89473684206,380.000000000109
1380.412,159.574468085116,375.999999999976
1380.78,163.043478260897,367.999999999938
1381.192,145.631067961153,412.000000000035
1381.572,157.894736842154,379.999999999882
1381.944,161.290322580614,372.000000000071
1382.32,159.574468085116,375.999999999976
1382.704,156.249999999994,384.000000000015
1383.096,153.061224489775,392.000000000053
1383.508,145.631067961153,412.000000000035
1383.92,145.631067961153,412.000000000035
1384.3,157.894736842154,379.999999999882
1384.676,159.574468085116,375.999999999976
1385.064,154.639175257673,388.000000000147
1385.456,153.061224489864,391.999999999825
1385.86,148.51485148515,403.999999999996
1386.34,124.999999999995,480.000000000018
1386.724,156.249999999994,384.000000000015
1387.132,147.058823529365,408.000000000129
1387.516,156.249999999994,384.000000000015
1387.888,161.290322580713,371.999999999844
1388.26,161.290322580614,372.000000000071
1388.64,157.89473684206,380.000000000109
1389.028,154.639175257764,387.99999999992
1389.42,153.061224489775,392.000000000053
1389.832,145.631067961153,412.000000000035
1390.22,154.639175257764,387.99999999992
1390.592,161.290322580614,372.000000000071
1390.976,156.249999999994,384.000000000015
1391.372,151.515151515168,395.999999999958
1391.792,142.857142857195,419.999999999845
1392.176,156.249999999994,384.000000000015
1392.552,159.574468085116,375.999999999976
1392.94,154.639175257673,388.000000000147
1393.332,153.061224489775,392.000000000053
1393.752,142.857142857195,419.999999999845
1394.148,151.515151515168,395.999999999958
1394.532,156.249999999994,384.000000000015
1394.904,161.290322580614,372.000000000071
1395.28,159.574468085116,375.999999999976
1395.644,164.83516483515,364.000000000033
1396.06,144.23076923079,415.99999999994
1396.452,153.061224489775,392.000000000053
1396.824,161.290322580614,372.000000000071
1397.192,163.043478260897,367.999999999938
1397.564,161.290322580614,372.000000000071
1397.944,157.894736842154,379.999999999882
1398.384,136.363636363619,440.000000000055
1398.78,151.515151515168,395.999999999958
1399.184,148.51485148515,403.999999999996
1399.568,156.249999999994,384.000000000015
1399.976,147.058823529365,408.000000000129
1400.364,154.639175257764,387.99999999992
1400.784,142.857142857118,420.000000000073
1401.168,156.250000000087,383.999999999787
1401.564,151.515151515081,396.000000000186
1401.932,163.043478260897,367.999999999938
1402.312,157.894736842154,379.999999999882
1402.68,163.043478260796,368.000000000166
1403.076,151.515151515168,395.999999999958
1403.472,151.515151515168,395.999999999958
1403.892,142.857142857118,420.000000000073
1404.296,148.51485148515,403.999999999996
1404.7,148.51485148515,403.999999999996
1405.096,151.515151515168,395.999999999958
1405.468,161.290322580614,372.000000000071
1405.856,154.639175257764,387.99999999992
1406.224,163.043478260897,367.999999999938
1406.62,151.515151515168,395.999999999958
1407.04,142.857142857118,420.000000000073
1407.436,151.515151515168,395.999999999958
1407.852,144.230769230711,416.000000000167
1408.232,157.894736842154,379.999999999882
1408.624,153.061224489775,392.000000000053
1409,159.574468085116,375.999999999976
1409.384,156.249999999994,384.000000000015
1409.784,149.999999999966,400.000000000091
1410.184,150.000000000051,399.999999999864
1410.64,131.578947368383,456.000000000131
1411.08,136.36363636369,439.999999999827
1411.512,138.888888888884,432.000000000016
1411.876,164.83516483515,364.000000000033
1412.284,147.058823529365,408.000000000129
1412.672,154.639175257764,387.99999999992
1413.052,157.894736842154,379.999999999882
1413.432,157.89473684206,380.000000000109
1413.82,154.639175257764,387.99999999992
1414.228,147.058823529365,408.000000000129
1414.64,145.631067961153,412.000000000035
1415.048,147.058823529447,407.999999999902
1415.436,154.639175257764,387.99999999992
1415.808,161.290322580614,372.000000000071
1416.188,157.89473684206,380.000000000109
1416.572,156.250000000087,383.999999999787
1416.952,157.89473684206,380.000000000109
1417.368,144.23076923079,415.99999999994
1417.772,148.51485148515,403.999999999996
1418.16,154.639175257673,388.000000000147
1418.536,159.574468085116,375.999999999976
1418.896,166.666666666713,359.9999999999
1419.288,153.061224489775,392.000000000053
1419.664,159.574468085116,375.999999999976
1420.048,156.249999999994,384.000000000015
1420.448,149.999999999966,400.000000000091
1420.868,142.857142857195,419.999999999845
1421.276,147.058823529365,408.000000000129
1421.692,144.23076923079,415.99999999994
1422.096,148.51485148515,403.999999999996
1422.508,145.631067961153,412.000000000035
1422.96,132.743362831859,451.999999999998
1423.384,141.509433962271,423.999999999978
1423.76,159.574468085116,375.999999999976
1424.152,153.061224489775,392.000000000053
1424.536,156.249999999994,384.000000000015
1424.936,150.000000000051,399.999999999864
1425.328,153.061224489775,392.000000000053
1425.708,157.89473684206,380.000000000109
1426.12,145.631067961233,411.999999999807
1426.54,142.857142857118,420.000000000073
1426.96,142.857142857118,420.000000000073
1427.364,148.51485148515,403.999999999996
1427.78,144.23076923079,415.99999999994
1428.172,153.061224489775,392.000000000053
1428.56,154.639175257764,387.99999999992
1428.968,147.058823529365,408.000000000129
1429.356,154.639175257764,387.99999999992
1429.752,151.515151515168,395.999999999958
1430.152,149.999999999966,400.000000000091
1430.552,150.000000000051,399.999999999864
1430.948,151.515151515081,396.000000000186
1431.352,148.51485148515,403.999999999996
1431.752,150.000000000051,399.999999999864
1432.176,141.509433962271,423.999999999978
1432.576,149.999999999966,400.000000000091
1432.972,151.515151515168,395.999999999958
1433.376,148.51485148515,403.999999999996
1433.776,149.999999999966,400.000000000091
1434.184,147.058823529447,407.999999999902
1434.596,145.631067961153,412.000000000035
1435.008,145.631067961153,412.000000000035
1435.464,131.578947368449,455.999999999904
1435.868,148.51485148515,403.999999999996
1436.268,149.999999999966,400.000000000091
1436.68,145.631067961153,412.000000000035
1437.096,144.23076923079,415.99999999994
1437.496,149.999999999966,400.000000000091
1437.896,150.000000000051,399.999999999864
1438.308,145.631067961153,412.000000000035
1438.716,147.058823529447,407.999999999902
1439.1,156.249999999994,384.000000000015
1439.472,161.290322580614,372.000000000071
1439.896,141.509433962271,423.999999999978
1440.22,185.185185185146,324.000000000069
1440.584,164.83516483515,364.000000000033
1440.988,148.51485148515,403.999999999996
1441.36,161.290322580713,371.999999999844
1441.72,166.666666666608,360.000000000127
1442.088,163.043478260897,367.999999999938
1442.46,161.290322580614,372.000000000071
1442.864,148.51485148515,403.999999999996
1443.236,161.290322580614,372.000000000071
1443.6,164.835164835253,363.999999999805
1443.976,159.57446808502,376.000000000204
1444.364,154.639175257764,387.99999999992
1444.712,172.41379310347,347.999999999956
1445.088,159.574468085116,375.999999999976
1445.492,148.51485148515,403.999999999996
1445.832,176.470588235219,340.000000000146
1446.216,156.250000000087,383.999999999787
1446.612,151.515151515081,396.000000000186
1446.964,170.454545454612,351.999999999862
1447.416,132.743362831859,451.999999999998
1447.76,174.418604651137,344.000000000051
1448.132,161.290322580614,372.000000000071
1448.532,150.000000000051,399.999999999864
1448.872,176.470588235219,340.000000000146
1449.244,161.290322580713,371.999999999844
1449.644,149.999999999966,400.000000000091
1449.98,178.571428571422,336.000000000013
1450.34,166.666666666713,359.9999999999
1450.728,154.639175257673,388.000000000147
1451.088,166.666666666713,359.9999999999
1451.44,170.454545454502,352.000000000089
1451.812,161.290322580713,371.999999999844
1452.196,156.249999999994,384.000000000015
1452.552,168.539325842699,355.999999999995
1452.912,166.666666666608,360.000000000127
1453.288,159.574468085116,375.999999999976
1453.664,159.574468085116,375.999999999976
1454.084,142.857142857118,420.000000000073
1454.76,88.7573964497132,675.999999999931
1455.508,80.2139037433104,748.000000000047
1455.872,164.83516483515,364.000000000033
1456.256,156.249999999994,384.000000000015
1456.612,168.539325842699,355.999999999995
1456.996,156.249999999994,384.000000000015
1457.372,159.574468085116,375.999999999976
1457.732,166.666666666713,359.9999999999
1458.092,166.666666666608,360.000000000127
1458.456,164.835164835253,363.999999999805
1458.848,153.061224489775,392.000000000053
1459.268,142.857142857118,420.000000000073
1459.664,151.515151515168,395.999999999958
1460.036,161.290322580614,372.000000000071
1460.424,154.639175257764,387.99999999992
1460.804,157.89473684206,380.000000000109
1461.18,159.574468085116,375.999999999976
1461.536,168.539325842699,355.999999999995
1461.936,150.000000000051,399.999999999864
1462.32,156.249999999994,384.000000000015
1462.688,163.043478260796,368.000000000166
1463.068,157.894736842154,379.999999999882
1463.452,156.249999999994,384.000000000015
1463.852,149.999999999966,400.000000000091
1464.24,154.639175257764,387.99999999992
1464.644,148.51485148515,403.999999999996
1465.004,166.666666666713,359.9999999999
1465.384,157.89473684206,380.000000000109
1465.768,156.249999999994,384.000000000015
1466.12,170.454545454612,351.999999999862
1466.496,159.57446808502,376.000000000204
1466.908,145.631067961233,411.999999999807
1467.268,166.666666666608,360.000000000127
1467.624,168.539325842699,355.999999999995
1468.028,148.51485148515,403.999999999996
1468.416,154.639175257764,387.99999999992
1468.744,182.926829268307,327.999999999975
1469.164,142.857142857118,420.000000000073
1469.496,180.722891566207,332.000000000107
1469.836,176.470588235337,339.999999999918
1470.208,161.290322580614,372.000000000071
1470.6,153.061224489864,391.999999999825
1471,149.999999999966,400.000000000091
1471.416,144.23076923079,415.99999999994
1471.828,145.631067961153,412.000000000035
1472.516,157.89473684206,380.000000000109
1472.86,174.418604651252,343.999999999824
1473.22,166.666666666608,360.000000000127
1473.604,156.249999999994,384.000000000015
1473.98,159.574468085116,375.999999999976
1474.336,168.539325842699,355.999999999995
1474.696,166.666666666713,359.9999999999
1475.084,154.639175257673,388.000000000147
1475.428,174.418604651137,344.000000000051
1475.78,170.454545454612,351.999999999862
1476.164,156.249999999994,384.000000000015
1476.52,168.539325842699,355.999999999995
1476.904,156.249999999994,384.000000000015
1477.256,170.454545454502,352.000000000089
1477.62,164.835164835253,363.999999999805
1478.016,151.515151515081,396.000000000186
1478.376,166.666666666713,359.9999999999
1478.744,163.043478260897,367.999999999938
1479.164,142.857142857118,420.000000000073
1479.504,176.470588235337,339.999999999918
1479.856,170.454545454502,352.000000000089
1480.248,153.061224489775,392.000000000053
1480.62,161.290322580713,371.999999999844
1480.992,161.290322580614,372.000000000071
1481.352,166.666666666608,360.000000000127
1481.744,153.061224489864,391.999999999825
1482.12,159.574468085116,375.999999999976
1482.48,166.666666666608,360.000000000127
1482.884,148.51485148515,403.999999999996
1483.308,141.509433962271,423.999999999978
1483.704,151.515151515168,395.999999999958
1484.068,164.83516483515,364.000000000033
1484.432,164.83516483515,364.000000000033
1484.792,166.666666666713,359.9999999999
1485.168,159.574468085116,375.999999999976
1485.568,149.999999999966,400.000000000091
1485.964,151.515151515168,395.999999999958
